yyyyddd, (0) Northern_Hemisphere, (1) Beaufort_Sea, (2) Chukchi_Sea, (3) East_Siberian_Sea, (4) Laptev_Sea, (5) Kara_Sea, (6) Barents_Sea, (7) Greenland_Sea, (8) Baffin_Bay_Gulf_of_St._Lawrence, (9) Canadian_Archipelago, (10) Hudson_Bay, (11) Central_Arctic, (12) Bering_Sea, (13) Baltic_Sea, (14) Sea_of_Okhotsk, (15) Yellow_Sea, (16) Cook_Inlet
 2017179, 9757793.23,  888509.10,  629004.53,  942643.16,  795719.95,  629484.57,  199174.10,  562793.08,  503680.02,  784156.97,  571952.43, 3247706.52,     496.24,       5.08,     958.60,       0.00,       1.98
 2017180, 9667618.23,  877203.65,  622315.79,  931804.80,  770208.15,  593742.74,  184231.83,  561785.61,  499031.65,  783730.48,  594216.30, 3246644.93,     229.76,       5.08,     958.60,       0.00,       1.98
 2017181, 9617025.23,  860228.40,  614061.99,  928835.05,  786955.44,  583631.65,  175211.39,  571816.30,  486947.44,  775973.60,  584825.92, 3246313.87,      12.42,       5.08,     706.90,       0.00,       1.98
 2017182, 9612789.16,  856787.13,  611845.20,  935483.59,  775283.60,  563517.66,  172140.45,  577546.45,  502449.23,  769655.09,  599894.56, 3246225.32,      12.42,       5.08,     443.60,       0.00,       1.98
 2017183, 9498894.06,  837957.92,  610179.43,  921925.22,  753542.10,  560560.14,  161215.16,  574615.24,  502126.59,  758380.24,  570260.19, 3246476.33,      12.42,       5.08,     135.93,       0.00,       1.98
 2017184, 9391595.48,  832138.84,  597752.72,  919484.28,  754364.09,  568706.40,  165173.68,  573033.88,  472143.01,  752275.57,  509039.38, 3245639.30,      12.42,       5.08,     324.77,       0.00,       1.98
 2017185, 9343241.90,  831752.83,  588160.65,  914360.62,  760758.75,  568425.01,  168269.36,  586299.43,  474059.38,  732006.00,  472057.09, 3245241.63,      12.42,       5.08,     324.77,       0.00,       1.98
 2017186, 9199287.96,  822376.33,  589680.30,  905381.56,  754009.27,  562558.94,  148699.42,  570718.56,  476398.29,  711906.88,  411122.29, 3244733.30,      12.42,       5.08,     176.45,       0.00,       1.98
 2017187, 9082309.08,  830422.60,  574275.26,  890219.34,  723022.49,  552051.94,  136937.17,  565746.30,  460765.15,  713451.90,  389767.02, 3244028.54,      12.42,       5.08,     141.49,       0.00,       1.98
 2017188, 9060802.44,  830564.18,  573494.89,  890821.23,  723288.57,  556677.99,  138472.98,  569110.31,  440550.53,  713334.77,  378634.35, 3244231.25,      12.42,       5.08,     141.49,       0.00,       1.98
 2017189, 8966727.67,  828656.46,  564123.69,  888724.55,  713049.03,  548346.43,  132643.31,  558258.61,  434850.02,  705465.83,  346124.87, 3244903.10,      12.42,       5.08,     101.89,       0.00,       1.98
 2017190, 8876224.72,  829840.09,  563897.21,  871182.98,  718406.38,  536988.50,  123652.60,  559451.34,  416916.88,  702939.40,  307042.42, 3244378.03,      12.42,       5.08,      49.03,       0.00,       1.98
 2017191, 8846165.48,  834409.62,  565559.64,  873298.34,  719536.10,  513616.80,  120917.64,  566086.39,  410774.10,  699849.66,  296112.31, 3244524.12,      12.42,       5.08,       0.87,       0.00,       1.98
 2017192, 8757983.49,  832356.18,  566555.10,  876506.39,  705429.14,  498787.39,  115194.70,  576715.95,  408720.17,  692584.08,  240337.68, 3243315.96,      12.42,       5.08,       0.87,       0.00,       1.98
 2017193, 8697513.16,  823479.64,  568513.31,  854868.35,  693151.11,  493402.01,  115822.31,  587976.02,  411506.94,  671052.04,  233229.74, 3243030.93,      12.42,       5.08,       0.87,       0.00,       1.98
 2017194, 8652720.81,  825435.56,  565170.71,  825312.96,  674668.05,  489415.57,  115915.73,  591490.39,  424329.07,  667431.94,  228332.56, 3243737.50,      12.42,       5.08,       0.87,       0.00,       1.98
 2017195, 8646516.99,  828064.57,  554394.85,  819790.61,  682401.09,  498577.17,  106995.62,  600664.94,  424612.07,  663311.71,  224748.60, 3241474.99,      12.42,       5.08,       0.87,       0.00,       1.98
 2017196, 8420747.95,  819660.46,  535363.80,  792891.35,  671813.18,  444802.38,   99804.71,  578264.70,  393318.46,  640267.05,  208076.11, 3235015.22,      12.42,       5.08,       0.87,       0.00,       1.98
 2017197, 8289007.12,  828894.44,  535484.48,  789575.96,  666820.44,  372315.61,   87575.09,  549051.50,  400142.58,  631796.24,  194362.62, 3231517.61,      12.42,       5.08,       0.87,       0.00,       1.98
 2017198, 8322103.79,  835059.27,  535879.80,  792112.56,  676176.93,  398910.87,   87648.48,  539198.41,  400221.63,  631725.00,  191904.13, 3231796.15,      12.42,       5.08,       0.87,       0.00,       1.98
 2017199, 8271969.45,  838243.36,  531535.67,  790418.76,  671137.41,  381732.26,   79040.20,  539272.60,  389771.27,  635177.63,  189998.22, 3224171.54,      12.42,       5.08,       0.87,       0.00,       1.98
 2017200, 7997188.82,  811271.72,  515150.36,  748453.83,  665820.03,  320586.46,   72728.80,  474629.17,  368742.19,  624086.05,  171913.73, 3222335.94,      12.42,       5.08,       0.87,       0.00,       1.98
 2017201, 7901498.43,  799783.80,  507237.88,  757942.45,  638168.91,  319996.11,   72011.24,  445440.50,  364932.29,  602360.57,  173213.50, 3218940.66,      12.42,       5.08,       0.87,       0.00,       1.98
 2017202, 7856965.29,  803611.36,  511314.16,  753825.33,  642870.77,  305456.43,   73073.15,  441535.85,  353393.81,  587118.01,  168072.77, 3215225.39,      12.42,       5.08,       0.87,       0.00,       1.98
 2017203, 7874224.75,  823476.48,  511314.16,  751063.21,  640286.14,  295820.09,   73073.15,  450242.30,  361837.26,  585161.51,  163602.93, 3216888.35,      12.42,       5.08,       0.87,       0.00,       1.98
 2017204, 7900920.37,  829419.11,  521445.77,  748508.57,  643379.33,  303112.61,   72003.33,  461398.38,  357920.89,  584025.64,  163332.29, 3214915.26,      12.42,       5.08,       0.87,       0.00,       1.98
 2017205, 7891258.84,  826877.38,  520065.97,  743501.80,  647059.05,  296402.36,   71394.57,  464104.42,  363724.49,  581129.24,  162739.32, 3212801.06,      12.42,       5.08,       0.87,       0.00,       1.98
 2017206, 7792842.38,  829079.54,  514705.74,  736386.18,  608210.99,  247968.59,   71537.09,  447479.93,  369229.99,  584015.80,  168111.16, 3214662.73,      12.42,       5.08,       0.87,       0.00,       1.98
 2017207, 7683350.43,  817658.18,  510687.61,  691226.89,  595454.66,  241196.97,   72635.06,  438821.28,  359089.33,  582974.82,  156957.55, 3215193.45,      12.42,       5.08,       0.87,       0.00,       1.98
 2017208, 7616994.01,  821365.15,  501971.97,  659426.28,  595200.03,  233490.69,   72461.45,  426567.87,  349615.92,  584694.93,  153577.09, 3217154.36,      12.42,       5.08,       0.87,       0.00,       1.98
 2017209, 7544738.98,  803495.63,  493745.37,  647096.03,  596751.25,  218633.98,   73996.59,  425654.43,  341509.15,  585133.49,  139780.81, 3217473.99,      12.42,       5.08,       0.87,       0.00,       1.98
 2017210, 7404484.62,  769705.84,  467355.57,  641012.40,  601291.69,  200021.92,   72484.04,  404189.94,  330188.42,  571490.71,  126652.47, 3218617.67,      12.42,       5.08,       0.87,       0.00,       1.98
 2017211, 7284258.17,  754688.90,  452212.33,  593116.00,  585409.64,  202809.98,   69840.14,  389081.23,  333088.18,  564157.34,  119696.53, 3218683.95,      12.42,       5.08,       0.87,       0.00,       1.98
 2017212, 7166038.10,  749934.24,  447647.00,  586693.43,  587537.13,  198226.82,   62145.36,  365120.16,  301334.58,  545736.95,  106332.25, 3213876.66,      12.42,       5.08,       0.87,       0.00,       1.98
 2017213, 7072153.22,  743263.45,  446265.05,  569537.28,  564143.04,  185948.23,   64925.06,  358364.49,  283176.21,  536659.85,  103817.40, 3214561.25,      12.42,       5.08,       0.87,       0.00,       1.98
 2017214, 6926728.23,  736233.80,  441134.08,  548885.60,  527294.47,  153978.85,   64259.39,  329923.74,  276148.89,  532678.12,  100214.59, 3214484.80,      12.42,       5.08,       0.87,       0.00,       1.98
 2017215, 6911907.94,  724551.77,  445825.00,  553449.78,  521615.41,  162686.68,   68508.18,  314024.45,  266548.65,  541659.97,   96584.41, 3214961.72,      12.42,       5.08,       0.87,       0.00,       1.98
 2017216, 7013049.12,  726940.35,  443403.33,  559849.63,  537918.03,  173795.94,   71314.22,  344288.37,  276441.11,  546082.95,  107302.86, 3224220.42,      12.42,       5.08,       0.87,       0.00,       1.98
 2017217, 6886831.58,  727415.74,  436543.07,  495911.61,  505209.52,  178699.99,   76408.90,  334860.97,  247687.68,  548630.79,  108022.63, 3225946.52,      12.42,       5.08,       0.87,       0.00,       1.98
 2017218, 6706185.03,  709110.83,  421278.38,  472596.34,  475460.16,  160932.41,   68898.65,  316407.23,  218711.26,  534233.25,  103563.85, 3223479.19,      12.42,       5.08,       0.87,       0.00,       1.98
 2017219, 6631058.94,  710819.69,  415875.78,  464702.54,  469199.43,  154520.50,   68414.99,  296093.82,  207071.62,  521240.26,   97460.32, 3224146.49,      12.42,       5.08,       0.87,       0.00,       1.98
 2017220, 6480936.22,  696070.79,  390646.74,  461770.74,  444830.57,  148481.43,   68895.11,  233130.39,  201236.25,  519956.75,   95065.06, 3219338.92,      12.42,       5.08,       0.87,       0.00,       1.98
 2017221, 6304214.25,  692699.07,  369486.84,  437739.44,  436087.12,  131237.98,   46840.00,  205501.92,  195163.17,  510240.46,   60544.83, 3217159.94,      12.42,       5.08,       0.87,       0.00,       1.98
 2017222, 6383308.99,  687859.88,  364919.31,  423173.86,  445535.49,  138342.99,   46831.38,  241535.60,  218170.75,  520194.31,   71966.70, 3223259.55,      12.42,       5.08,       0.87,       0.00,       1.98
 2017223, 6296653.32,  651308.89,  343796.58,  414903.43,  430213.28,  138941.70,   58678.87,  234763.86,  205919.10,  526755.72,   69527.76, 3220324.96,      12.42,       5.08,       0.87,       0.00,       1.98
 2017224, 6158998.56,  630902.51,  292875.18,  395846.06,  429796.26,  139459.36,   48997.02,  235939.85,  168804.44,  531662.39,   67481.68, 3215719.83,       7.22,       5.08,       0.87,       0.00,       1.98
 2017225, 6130056.42,  632472.28,  310343.69,  402621.66,  416438.87,  134040.02,   47046.55,  223723.24,  163583.33,  529817.59,   63000.62, 3205454.60,       7.22,       5.08,       0.87,       0.00,       1.98
 2017226, 5983846.22,  611406.35,  326481.65,  379895.73,  370681.58,  125206.21,   45053.90,  205722.93,  144660.53,  518893.41,   55075.35, 3199254.61,       7.22,       5.08,       0.87,       0.00,       1.98
 2017227, 5861598.03,  592424.17,  321282.05,  365024.93,  352118.13,  118715.32,   38936.51,  188173.98,  121782.71,  509593.37,   56433.07, 3195617.99,       7.22,       5.08,       0.87,       0.00,       1.98
 2017228, 5809617.97,  592055.73,  317675.93,  370532.71,  346927.58,   98510.85,   30941.51,  186921.90,  121122.88,  492669.08,   56433.07, 3194330.92,       7.22,       5.08,       0.87,       0.00,       1.98
 2017229, 5802100.67,  587208.22,  307085.30,  386608.99,  350952.28,   96552.39,   31191.80,  175621.09,  118295.68,  498232.63,   53143.59, 3195703.81,       7.22,       5.08,       0.87,       0.00,       1.98
 2017230, 5768264.89,  584138.75,  302273.02,  392564.93,  347384.57,   91709.16,   27564.93,  174308.11,  116133.32,  499614.03,   36074.94, 3194985.15,       7.22,       5.08,       0.87,       0.00,       1.98
 2017231, 5757434.90,  579970.95,  302024.62,  396456.26,  354935.44,   77576.97,   27121.46,  192914.04,  105241.97,  495988.59,   38389.39, 3185307.48,       0.99,       5.08,       0.87,       0.00,       1.98
 2017232, 5662618.63,  577386.52,  291953.30,  384319.35,  314237.29,   62795.22,   27305.78,  193894.33,   98530.88,  498556.09,   35955.31, 3176176.82,       0.99,       5.08,       0.87,       0.00,       1.98
 2017233, 5637054.34,  573304.62,  286930.22,  389581.18,  310111.51,   63976.80,   32162.30,  182310.40,   91219.54,  493892.82,   34197.02, 3177860.19,       0.99,       5.08,       0.87,       0.00,       1.98
 2017234, 5631703.07,  557711.52,  287490.96,  388765.86,  316665.51,   65301.60,   32162.30,  182068.25,   91710.53,  495843.05,   36675.97, 3175799.81,       0.99,       5.08,       0.87,       0.00,       1.98
 2017235, 5525586.63,  539295.95,  261800.70,  385141.34,  293573.15,   55240.25,   46824.50,  169958.33,   85782.72,  490829.33,   21967.16, 3173665.47,       0.99,       5.08,       0.87,       0.00,       1.98
 2017236, 5546448.32,  538824.98,  258329.18,  383640.06,  294194.78,   54802.58,   45087.24,  189122.14,   83019.77,  491698.02,   20601.02, 3185620.82,       0.99,       5.08,       0.87,       0.00,       1.98
 2017237, 5527808.55,  534905.37,  254521.77,  382846.55,  282838.03,   59155.95,   45801.08,  188030.70,   81865.54,  491323.50,   16020.37, 3188991.95,       0.99,       5.08,       0.87,       0.00,       1.98
 2017238, 5474918.10,  543073.09,  256556.90,  358062.90,  278688.14,   55709.43,   45278.57,  170079.72,   79556.15,  486896.12,   14521.72, 3184987.63,       0.99,       5.08,       0.87,       0.00,       1.98
 2017239, 5455630.76,  538936.05,  253799.78,  354897.14,  281832.24,   60417.92,   44683.32,  178294.35,   70739.26,  477346.47,   13138.85, 3180037.65,       0.99,       5.08,       0.87,       0.00,       1.98
 2017240, 5396430.23,  531568.39,  247427.15,  354420.03,  272153.93,   57587.40,   40531.57,  164070.79,   67505.01,  464311.47,   13138.85, 3182207.90,       0.99,       5.08,       0.87,       0.00,       1.98
 2017241, 5334160.20,  527398.72,  241052.02,  352501.19,  266203.80,   46711.73,   39447.34,  152938.42,   64649.03,  449360.07,   13138.85, 3179251.29,       0.99,       5.08,       0.87,       0.00,       1.98
 2017242, 5129486.10,  498923.52,  199030.60,  343557.40,  237636.36,   31511.71,   39447.34,  132868.97,   66078.61,  418968.09,    4474.09, 3155481.68,       0.99,       5.08,       0.87,       0.00,       1.98
 2017243, 5047615.34,  474073.77,  194829.00,  347212.17,  229609.01,   33303.88,   23555.86,  147675.22,   64721.05,  392546.25,    3713.04, 3135860.48,       0.99,       5.08,       0.87,       0.00,       1.98
 2017244, 4938847.93,  429138.34,  206234.38,  317015.29,  216747.15,   33388.20,   15762.32,  141132.86,   54731.99,  384542.12,    3897.72, 3135741.95,       0.99,       5.08,       0.87,       0.00,       1.98
 2017245, 4922572.14,  419143.38,  209815.17,  298560.20,  214825.64,   32741.85,   20107.00,  154238.73,   56838.90,  375152.26,    3659.88, 3136973.52,       0.99,       5.08,       0.87,       0.00,       1.98
 2017246, 4887793.19,  415779.13,  190142.70,  296670.07,  212071.91,   30927.81,   25072.66,  154857.05,   52771.30,  372764.51,    1923.16, 3134297.28,       0.99,       5.08,       0.87,       0.00,       1.98
 2017247, 4892944.55,  437293.73,  194131.63,  299268.50,  205693.47,   30046.31,   23823.48,  135795.33,   54777.36,  380111.99,    1696.99, 3129790.14,       0.99,       5.08,       0.87,       0.00,       1.98
 2017248, 4767238.98,  439330.12,  171217.92,  288861.06,  193814.21,   20959.17,   11166.76,  107511.20,   45202.31,  366593.64,    1233.42, 3120833.57,       0.99,       5.08,       0.87,       0.00,       1.98
 2017249, 4744648.23,  430074.18,  164452.37,  280453.18,  190549.70,   22431.57,   10395.32,  114204.51,   43974.64,  367761.31,    1233.42, 3117610.29,       0.99,       5.08,       0.87,       0.00,       1.98
 2017250, 4742469.88,  415421.54,  146891.72,  283507.78,  197063.19,   22711.10,   22439.87,  117023.46,   44663.27,  367947.27,    1233.42, 3122059.55,       0.99,       5.08,       0.87,       0.00,       1.98
 2017251, 4718803.83,  412598.20,  134612.92,  281954.82,  197339.98,   21868.96,   22092.65,  113911.09,   45863.29,  373183.99,    1233.42, 3112636.79,       0.99,       5.08,       0.87,       0.00,       1.98
 2017252, 4637529.05,  418252.18,  130457.44,  290496.10,  194572.91,   22922.09,    7580.32,   80631.55,   45863.29,  352136.98,    1233.42, 3091875.05,       0.99,       5.08,       0.87,       0.00,       1.98
 2017253, 4578052.26,  383032.50,  121185.18,  278080.03,  198127.25,   15158.92,    3530.91,   91174.90,   46493.79,  351310.63,    1233.42, 3087217.00,       0.99,       5.08,       0.87,       0.00,       1.98
 2017254, 4653830.80,  397011.22,  132949.40,  281502.21,  206353.66,   17902.91,    3971.25,  106311.29,   43944.26,  370178.58,    1473.76, 3090724.53,       0.99,       5.08,       0.87,       0.00,       1.98
 2017255, 4715108.14,  415194.77,  138436.32,  293458.43,  215468.95,   19256.72,    2394.41,  106788.21,   47892.72,  383864.97,     970.81, 3089874.08,       0.99,       5.08,       0.87,       0.00,       1.98
 2017256, 4790668.01,  433070.38,  140614.02,  303179.61,  241649.36,   21114.54,    2883.67,  107105.23,   54608.29,  402404.84,     970.81, 3081559.53,       0.99,       5.08,       0.87,       0.00,       1.98
 2017257, 4840719.26,  431152.64,  139019.50,  318595.52,  243443.29,   21356.39,    2367.70,  120828.44,   63338.89,  426289.07,    1206.71, 3071613.38,       0.99,       5.08,       0.87,       0.00,       1.98
 2017258, 4855006.31,  420479.24,  129720.72,  332540.72,  241093.77,   21062.42,    2225.74,  121870.49,   66175.28,  446409.31,    1890.02, 3070030.86,       0.99,       5.08,       0.87,       0.00,       1.98
 2017259, 4797051.66,  418445.90,  121173.57,  331005.77,  244240.13,   19814.79,    1261.06,   92014.50,   64320.22,  431896.87,     107.45, 3071263.67,       0.99,       5.08,       0.87,       0.00,       1.98
 2017260, 4759255.40,  415271.56,  107873.18,  322410.78,  242619.27,   21033.63,    1423.98,   87984.59,   63981.17,  429730.56,     107.45, 3065311.51,       0.99,       5.08,       0.87,       0.00,       1.98
 2017261, 4774385.94,  425533.19,  114571.61,  327134.33,  246591.11,   21147.87,    1699.37,   85295.91,   64013.77,  423269.41,     107.45, 3063514.18,       0.99,       5.08,       0.87,       0.00,       1.98
 2017262, 4760672.38,  432192.84,  108198.28,  326575.67,  245160.89,   21837.28,    2077.17,   76664.99,   73215.91,  413869.22,     107.45, 3059264.96,       0.99,       5.08,       0.87,       0.00,       1.98
 2017263, 4788831.93,  430211.10,  112205.47,  328785.84,  253091.42,   21850.87,     896.14,   91618.71,   73215.91,  420100.31,     107.45, 3055240.98,       0.99,       5.08,       0.87,       0.00,       1.98
 2017264, 4867760.78,  421330.52,  101107.46,  304531.57,  265372.15,   33028.14,     845.98,  106772.60,   73001.87,  468766.19,     845.51, 3090651.05,       0.99,       5.08,       0.87,       0.00,       1.98
 2017265, 4861300.41,  400603.40,   88697.16,  292560.43,  270787.61,   32098.76,    1479.11,  110604.60,   77823.89,  473153.83,    1686.14, 3110297.74,       0.99,       5.08,       0.87,       0.00,       1.98
